name,code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Spirits,SPIR,0,-0.52910053,0.7936508,6.2169312,9.7883598,15.2116402,21.957672,27.6455026,35.3174603,33.994709,32.2751323,28.042328
Wine,WINE,0,1.142132,2.1573604,5.4568528,11.1675127,14.9746193,21.7005076,23.6040609,27.6649746,29.822335,26.9035533,21.8274112
Beer,BEER,0,-0.65430752,-0.21810251,0.2181025,3.9258451,4.5801527,10.3598691,13.740458,14.612868,13.6314068,9.0512541,6.9792803
Tobacco,TBAC,0,4.3560606,10.0378788,14.7727273,19.3181818,28.4090909,42.6136364,54.7348485,66.6666667,79.3560606,89.3939394,98.6742424
